source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,bfs,,True,,7,9,3,10.9,21,427.8927,2017,2918,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,greedy,,True,,7,9,3,9.7,33,270.0787,43,48,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,astar,,True,,7,9,3,10.9,21,174.4075,71,92,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,bfs,,True,,7,9,3,10.9,21,12442.0636,2017,2918,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,greedy,,True,,7,9,3,9.7,33,20777.1218,43,48,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,bfs,,True,,7,9,3,11.5,15,1711.0329,2004,2892,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,astar,,True,,7,9,3,10.9,21,13134.4953,71,92,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,greedy,,True,,7,9,3,11.7,13,655.6661,7,5,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,astar,,True,,7,9,3,11.5,15,804.5869,71,93,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,bfs,,True,,7,9,3,11.5,15,1201.452,2004,2892,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,greedy,,True,,7,9,3,11.7,13,561.4409,7,5,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,astar,,True,,7,9,3,11.5,15,560.3414,71,93,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,bfs,,True,,7,9,3,11.5,15,452.4708,2004,2892,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,greedy,,True,,7,9,3,11.7,13,133.9929,7,5,15
custom,canvas,custom_env,dqn_map_1,Hard-3box,0,astar,,True,,7,9,3,11.5,15,193.5947,71,93,15
