source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,greedy,101,True,,,,,3.8,102,2919.9064,9127,14214,9
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,bfs,101,True,,,,,8.9,51,11314.1661,29413,46785,11
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,greedy,101,True,,,,,12.3,17,325.0022,29,42,7
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,astar,101,True,,,,,9.2,48,1015.8246,441,420,8
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,bfs,101,True,,,,,9.9,41,23121.299,758,1621,15
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,greedy,101,True,,,,,9.3,47,26167.4747,19,8,16
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,astar,101,True,,,,,10.4,36,20425.6489,684,895,12
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,bfs,101,True,,,,,7.8,62,2198.3678,12155,19590,12
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,greedy,101,True,,,,,7.7,63,746.2783,18,40,15
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,astar,101,True,,,,,7.8,62,780.1638,918,119,7
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,bfs,101,True,,,,,8.6,54,51955.9295,99612,141368,14
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,greedy,101,True,,,,,9.5,45,1312.7773,45,10,4
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,astar,101,True,,,,,10.9,31,1144.423,487,605,9
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,bfs,101,True,,,,,10.2,38,1652.4305,4741,5783,5
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,bfs,101,True,,,,,10.2,38,533.1194,704,655,4
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,greedy,101,True,,,,,10.2,38,190.7241,66,127,14
original,original_v1,Sokoban-v1,episode_01,Sokoban-v1,1,astar,101,True,,,,,7.9,61,565.8453,2514,2854,6
