source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,3179.9393,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,919.7128,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,1032.6915,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,840.1427,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,1034.3602,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,807.4434,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,2807.9598,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,7375.7479,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,2538.0919,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,2238.2805,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,928.6001,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,862.3254,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,5549.5152,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,30074.6272,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,43545.2728,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,32906.8813,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,7995.9016,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,2543.4799,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,2205.4248,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,27363.6293,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,38780.1805,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,26264.076,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,2739.1498,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,934.1214,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,818.1729,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,2560.6225,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,6.1,69,785.2867,607,536,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,8.3,47,619.3323,883,441,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,8202.565,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,8.1,49,2111.0141,13,7,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,10.3,27,1749.49,883,440,8
custom,custom_core,custom_env,map_08,Hard-3box,0,bfs,,True,,6,14,3,8.3,47,7110.5535,14577,5934,8
custom,custom_core,custom_env,map_08,Hard-3box,0,greedy,,True,,6,14,3,8.1,49,1671.86,13,7,8
custom,custom_core,custom_env,map_08,Hard-3box,0,astar,,True,,6,14,3,10.3,27,1750.8307,883,440,8
