source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
custom,curriculum,custom_env,curr_04,Medium-2box,0,bfs,,True,,7,9,2,10.8,12,229.1818,28,78,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,astar,,True,,7,9,2,10.8,12,344.2838,8,22,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,greedy,,True,,7,9,2,10.2,18,429.4834,4,11,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,bfs,,True,,7,9,2,10.8,12,191.8089,28,78,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,astar,,True,,7,9,2,10.8,12,275.584,8,22,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,greedy,,True,,7,9,2,10.2,18,383.0898,4,11,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,bfs,,True,,7,9,2,10.8,12,7186.7559,28,78,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,astar,,True,,7,9,2,10.8,12,6999.2461,8,22,20
custom,curriculum,custom_env,curr_04,Medium-2box,0,greedy,,True,,7,9,2,10.2,18,10615.5345,4,11,20
