algorithm,group,total_runs,solved_runs,success_rate,avg_num_steps,avg_num_pushes,avg_runtime_ms,avg_nodes_expanded,avg_deadlocks_pruned
astar,curriculum,60,60,1.0,23.5667,8.5333,283.3532,424.3833,350.65
