source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
custom,canvas,custom_env,canvas_02,Medium-1box,0,bfs,,True,,7,9,1,9.9,11,95.017,57,24,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,greedy,,True,,7,9,1,9.9,11,94.8322,7,1,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,astar,,True,,7,9,1,9.9,11,95.5641,27,5,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,bfs,,True,,7,9,1,9.9,11,6414.7198,57,24,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,greedy,,True,,7,9,1,9.9,11,6568.6216,7,1,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,astar,,True,,7,9,1,9.9,11,6561.3632,27,5,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,bfs,,True,,7,9,1,9.9,11,428.2169,57,24,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,greedy,,True,,7,9,1,9.9,11,318.4152,7,1,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,astar,,True,,7,9,1,9.9,11,428.7934,27,5,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,bfs,,True,,7,9,1,9.9,11,335.4459,57,24,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,greedy,,True,,7,9,1,9.9,11,339.2189,7,1,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,astar,,True,,7,9,1,9.9,11,332.2237,27,5,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,bfs,,True,,7,9,1,9.9,11,114.9669,57,24,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,greedy,,True,,7,9,1,9.9,11,106.0047,7,1,11
custom,canvas,custom_env,canvas_02,Medium-1box,0,astar,,True,,7,9,1,9.9,11,118.077,27,5,11
