source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,6705.4622,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,1178.1392,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,1324.1208,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,994.3869,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,552.0353,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,484.2107,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,515.2364,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,3417.1209,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,686.7452,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,1748.8739,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,401.2413,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,401.8414,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,3442.2815,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,19267.0901,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,21568.0923,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,21207.0661,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,7972.4097,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,1235.2982,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,1598.1307,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,15706.9237,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,17942.5757,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,18379.9863,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,2415.9341,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,404.8812,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,454.2019,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,2501.5066,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,302.6991,42,25,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,9.8,32,395.9241,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,6800.4973,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,1209.3775,12,3,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,10.6,24,1246.7418,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,2731.1656,14110,5506,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,510.4568,12,3,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,10.6,24,258.9669,276,124,8
custom,custom_core,custom_env,map_06,Hard-3box,0,bfs,,True,,6,14,3,10.4,26,2434.5126,13379,8660,8
custom,custom_core,custom_env,map_06,Hard-3box,0,greedy,,True,,6,14,3,9.8,32,264.883,12,6,8
custom,custom_core,custom_env,map_06,Hard-3box,0,astar,,True,,6,14,3,10.6,24,255.0032,276,198,8
