source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
custom,curriculum,custom_env,curr_08,Hard-3box,0,bfs,,True,,9,11,3,10.3,27,12025.3592,17312,38234,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,astar,,True,,9,11,3,10.3,27,819.0026,123,434,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,greedy,,True,,9,11,3,8.8,42,1012.7196,9,29,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,bfs,,True,,9,11,3,10.3,27,10992.6062,17312,38234,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,astar,,True,,9,11,3,10.3,27,726.3408,123,434,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,greedy,,True,,9,11,3,8.8,42,947.0823,9,29,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,bfs,,True,,9,11,3,10.3,27,45841.9375,17312,38234,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,astar,,True,,9,11,3,10.3,27,19070.3597,123,434,28
custom,curriculum,custom_env,curr_08,Hard-3box,0,greedy,,True,,9,11,3,8.8,42,35707.4468,9,29,28
