source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,greedy,100,True,,,,,5.6,84,1886.0321,35,61,11
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,greedy,100,True,,,,,10.1,39,758.9817,26,17,12
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,greedy,100,True,,,,,9.0,50,1730.2041,1006,423,3
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,astar,100,True,,,,,5.3,87,4115.0215,8821,18780,15
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,bfs,100,True,,,,,9.0,50,2446.8946,5903,5173,10
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,greedy,100,True,,,,,9.0,50,2567.0836,58,75,15
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,astar,100,True,,,,,9.8,42,1132.7536,58,61,10
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,bfs,100,True,,,,,7.6,64,49582.1927,52246,70639,9
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,greedy,100,True,,,,,8.8,52,30010.3734,392,411,6
original,original_v1,Sokoban-v1,episode_00,Sokoban-v1,0,astar,100,True,,,,,3.4,106,61446.9244,10451,19106,19
