source,group,env_version,map_name,difficulty,episode,algorithm,seed,solved,failure_reason,height,width,num_boxes,total_reward,steps,runtime_ms,nodes_expanded,deadlocks_pruned,dead_squares
custom,custom_additional,custom_env,dqn_map_2,DQN-3box,0,bfs,,True,,6,9,3,11.1,19,11129.179,2048,2570,8
custom,custom_additional,custom_env,dqn_map_2,DQN-3box,0,greedy,,True,,6,9,3,10.7,23,13053.3404,6,11,8
custom,custom_additional,custom_env,dqn_map_2,DQN-3box,0,astar,,True,,6,9,3,10.7,23,13032.2812,44,87,8
custom,custom_additional,custom_env,dqn_map_2,DQN-3box,0,bfs,,True,,6,9,3,11.1,19,10416.3146,2048,2570,8
custom,custom_additional,custom_env,dqn_map_2,DQN-3box,0,greedy,,True,,6,9,3,10.7,23,12494.0476,6,11,8
custom,custom_additional,custom_env,dqn_map_2,DQN-3box,0,astar,,True,,6,9,3,10.7,23,12718.9853,44,87,8
